zip_code,broad_category,least_category,mid_category,fine_category,final_category,original_price,new_price,discount
8000,Dairy And Cold Storage,Ready To Eat Meals,Sandwiches Wraps,Unknown,Sandwiches Wraps,22.95,14,8.95
8000,Bread And Cakes,Crackers Crisp Bread,Crisp Bread,Unknown,Crisp Bread,25,16,9
8000,Bread And Cakes,Light Breads Dark Breads,Toast Breads,Unknown,Toast Breads,25,13,12
8000,Bread And Cakes,Light Breads Dark Breads,Toast Breads,Unknown,Toast Breads,14.95,8,6.95
8000,Bread And Cakes,Rye Breads,Rye Breads With Carrots,Unknown,Rye Breads With Carrots,14.95,8,6.95
8000,Meat Fish,Pork,Pork Chops Pork Schnitzels,Unknown,Pork Chops Pork Schnitzels,39.95,23,16.95
8000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,41.95,21,20.95
8000,Bread And Cakes,Light Breads Dark Breads,Whole Breads,Unknown,Whole Breads,24.95,10,14.95
8000,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,Unknown,Light Dark Buns,23.95,13,10.95
8000,Bread And Cakes,Rye Breads,Sun Flower Seeded Rye Breads,Unknown,Sun Flower Seeded Rye Breads,21.95,8,13.95
8000,Bread And Cakes,Rye Breads,Seeded Rye Breads,Unknown,Seeded Rye Breads,25,13,12
8000,Bread And Cakes,Light Breads Dark Breads,Toast Breads,Unknown,Toast Breads,18.95,8,10.95
8000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,32,13,19
8000,Bread And Cakes,Rye Breads,Other Rye Breads,Unknown,Other Rye Breads,23.95,9,14.95
8000,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,Unknown,Light Dark Buns,15.95,8,7.95
8000,Bread And Cakes,Light Breads Dark Breads,Whole Breads,Unknown,Whole Breads,20,11,9
8000,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,Unknown,Light Dark Buns,23.95,13,10.95
8000,Dairy And Cold Storage,Lunch Meats,Meat,Meat Sausage,Meat Sausage,14.95,9,5.95
8000,Dairy And Cold Storage,Tapas Specialities,Olives Other Attachments,Unknown,Olives Other Attachments,19.95,15,4.95
8000,Dairy And Cold Storage,Lunch Meats,Meat,Salami,Salami,10.95,8,2.95
8000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Salads,Unknown,Dinner Salads,19.95,8,11.95
8000,Dairy And Cold Storage,Fresh Dough And Pancakes,fresh Dough,Unknown,fresh Dough,14.95,11,3.95
8000,Bread And Cakes,Rye Breads,Seeded Rye Breads,Unknown,Seeded Rye Breads,25.95,13,12.95
8000,Dairy And Cold Storage,Lunch Meats,Meat,Corned Beef,Corned Beef,13.5,7,6.5
8000,Dairy And Cold Storage,Lunch Meats,Meat,Meat Sausage,Meat Sausage,29.95,15,14.95
8000,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,Unknown,Pesto Hummus,19.95,15,4.95
8000,Dairy And Cold Storage,Lunch Meats,Meat,Sliced Lunch Meats,Sliced Lunch Meats,14.95,9,5.95
8000,Dairy And Cold Storage,Lunch Meats,Meat,Sliced Lunch Meats,Sliced Lunch Meats,12.95,10,2.95
8000,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,Unknown,Light Dark Buns,22.75,12,10.75
8000,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Fish Mayo Salads,Fish Mayo Salads,12,9,3
8000,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Poultry Mayo Salads,Poultry Mayo Salads,12,9,3
8000,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Poultry Mayo Salads,Poultry Mayo Salads,12,9,3
8000,Unknown,Unknown,Unknown,Unknown,Unknown,25,15,10
8000,Unknown,Unknown,Unknown,Unknown,Unknown,32,23,9
8000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,29.95,15,14.95
8000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,14.95,11,3.95
8000,Dairy And Cold Storage,Lunch Meats,Meat,Smoked Saddle Of Pork,Smoked Saddle Of Pork,17.95,14,3.95
8000,Dairy And Cold Storage,Lunch Meats,Meat,Sliced Lunch Meats,Sliced Lunch Meats,17.95,12,5.95
8000,Dairy And Cold Storage,Lunch Meats,Meat,Sausage Roll,Sausage Roll,14.5,11,3.5
8000,Dairy And Cold Storage,Tapas Specialities,Cold Cuts Specialities,Unknown,Cold Cuts Specialities,29.95,23,6.95
8000,Unknown,Unknown,Unknown,Unknown,Unknown,16.95,13,3.95
8000,Unknown,Unknown,Unknown,Unknown,Unknown,39.95,31,8.95
8000,Dairy And Cold Storage,Bacon Sausages Toppings,Bacon,Sliced Bacon,Sliced Bacon,31.95,18,13.95
8000,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,Pork Sausages,32.95,25,7.95
8000,Dairy And Cold Storage,Dairy,Plant Based Alternatives,Plant Based Yoghurt Alternatives,Plant Based Yoghurt Alternatives,21.5,17,4.5
8000,Unknown,Unknown,Unknown,Unknown,Unknown,35,18,17
8000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,42.95,27,15.95
8000,Beverages,Juice Smoothies,Smoothies,Unknown,Smoothies,19.95,15,4.95
8000,Dairy And Cold Storage,Dairy,Cold Butter Milk Soup,Unknown,Cold Butter Milk Soup,19,8,11
8000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Drinking Yoghurt Kids Yoghurt,Drinking Yoghurt Kids Yoghurt,21.95,17,4.95
8000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Drinking Yoghurt Kids Yoghurt,Drinking Yoghurt Kids Yoghurt,5,3,2
8000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Yoghurt,Yoghurt,7.95,4,3.95
8000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Drinking Yoghurt Kids Yoghurt,Drinking Yoghurt Kids Yoghurt,16.5,13,3.5
8000,Dairy And Cold Storage,Ready To Eat Meals,Sandwiches Wraps,Unknown,Sandwiches Wraps,22.95,18,4.95
8000,Dairy And Cold Storage,Ready To Eat Meals,Sandwiches Wraps,Unknown,Sandwiches Wraps,21.95,18,3.95
8000,Dairy And Cold Storage,Lunch Meats,Meat,Sliced Lunch Meats,Sliced Lunch Meats,29.95,18,11.95
8000,Dairy And Cold Storage,Tapas Specialities,Olives Other Attachments,Unknown,Olives Other Attachments,19.95,15,4.95
8000,Dairy And Cold Storage,Lunch Meats,Meat,Sliced Lunch Meats,Sliced Lunch Meats,17.95,9,8.95
8000,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,Pork Sausages,29.95,15,14.95
8000,Meat Fish,Pork,Roasted Whole Pork Pieces,Pork Neck Pork Loin,Pork Neck Pork Loin,32.95,26,6.95
8000,Bread And Cakes,Light Breads Dark Breads,Toast Breads,Unknown,Toast Breads,21.95,12,9.95
8000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,24.95,13,11.95
8000,Meat Fish,Pork,Other Pork,Unknown,Other Pork,49.95,36,13.95
8000,Dairy And Cold Storage,Lunch Meats,Meat,Cold Cuts Ham,Cold Cuts Ham,22.95,12,10.95
8000,Dairy And Cold Storage,Lunch Meats,Meat Balls,Unknown,Meat Balls,19.95,15,4.95
8000,Dairy And Cold Storage,Potato Accessories,potato Salad,Unknown,potato Salad,29.95,16,13.95
8000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,19.95,13,6.95
8000,Bread And Cakes,Rye Breads,Seeded Rye Breads,Unknown,Seeded Rye Breads,14.95,11,3.95
8000,Dairy And Cold Storage,Dairy,Cream Whipped Cream,Whipping Cream,Whipping Cream,16.5,9,7.5
8000,Dairy And Cold Storage,Ready To Eat Meals,Sandwiches Wraps,Unknown,Sandwiches Wraps,22.95,12,10.95
8000,Dairy And Cold Storage,Ready To Eat Meals,Sandwiches Wraps,Unknown,Sandwiches Wraps,22.95,18,4.95
8000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Salads,Unknown,Dinner Salads,23.95,16,7.95
8000,Dairy And Cold Storage,Dairy,Cheese,Sliced Cheese,Sliced Cheese,34.95,18,16.95
8000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,29.95,15,14.95
8000,Dairy And Cold Storage,Dairy,Cheese,Cottage Cheese,Cottage Cheese,14.95,9,5.95
8000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Yoghurt,Yoghurt,18.95,11,7.95
8000,Unknown,Unknown,Unknown,Unknown,Unknown,22,11,11
8000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Buttermilk,Buttermilk,13.75,8,5.75
8000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Soured Milk,Soured Milk,19.95,11,8.95
8000,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Chicken Sausages,Chicken Sausages,39.95,31,8.95
8000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Yoghurt,Yoghurt,17.95,14,3.95
8000,Dairy And Cold Storage,Dairy,Cheese,Cream Cheese,Cream Cheese,25,15,10
8000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,29.95,15,14.95
8000,Meat Fish,Pork,Roasted Whole Pork Pieces,Pork Tenderloin,Pork Tenderloin,44.95,35,9.95
2400,Bread And Cakes,Rye Breads,Sun Flower Seeded Rye Breads,Unknown,Sun Flower Seeded Rye Breads,25.5,13,12.5
2400,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Drinking Yoghurt Kids Yoghurt,Drinking Yoghurt Kids Yoghurt,20,15,5
2400,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Italian Mayo Salads,Italian Mayo Salads,12,9,3
2400,Dairy And Cold Storage,Fresh Pasta,Fresh Pasta With Fillings,Unknown,Fresh Pasta With Fillings,23.95,12,11.95
2400,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Fish Mayo Salads,Fish Mayo Salads,19.95,10,9.95
2400,Dairy And Cold Storage,Lunch Meats,Meat,Cold Cuts Chicken,Cold Cuts Chicken,17.95,9,8.95
2400,Unknown,Unknown,Unknown,Unknown,Unknown,15,6,9
2400,Dairy And Cold Storage,Dairy,Milk,Nonfat Milk,Nonfat Milk,13.75,10,3.75
2400,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Soured Milk,Soured Milk,19.95,13,6.95
2400,Bread And Cakes,Light Breads Dark Breads,Toast Breads,Unknown,Toast Breads,25,13,12
2400,Dairy And Cold Storage,Lunch Meats,Meat,Meat Sausage,Meat Sausage,17.95,9,8.95
2400,Dairy And Cold Storage,Bacon Sausages Toppings,Other Toppings,Unknown,Other Toppings,8,6,2
2400,Bread And Cakes,Rye Breads,Seeded Rye Breads,Unknown,Seeded Rye Breads,15.95,8,7.95
2400,Beverages,Juice Smoothies,Apple Juices,Unknown,Apple Juices,20,15,5
2400,Beverages,Juice Smoothies,Multi Fruit Juices,Unknown,Multi Fruit Juices,20,15,5
2400,Dairy And Cold Storage,Lunch Meats,Meat,Smoked Saddle Of Pork,Smoked Saddle Of Pork,15.95,8,7.95
2400,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Other Mayo Salads,Other Mayo Salads,12,9,3
2400,Dairy And Cold Storage,Lunch Meats,Meat,Salami,Salami,15.95,8,7.95
2000,Unknown,Unknown,Unknown,Unknown,Unknown,59.9,32.95,26.95
2000,Meat Fish,Pork,Roasted Whole Pork Pieces,Roasted Pork,Roasted Pork,69,25,44
2000,Meat Fish,Pork,Minced Pork,Unknown,Minced Pork,44.95,20,24.95
2000,Meat Fish,Pork,Minced Pork,Unknown,Minced Pork,40,20,20
2000,Unknown,Unknown,Unknown,Unknown,Unknown,69.9,46.83,23.07
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,99,69,30
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,99,75,24
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,59,45,14
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,89,70,19
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,59,25,34
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,59,45,14
2000,Unknown,Unknown,Unknown,Unknown,Unknown,59,39,20
2000,Unknown,Unknown,Unknown,Unknown,Unknown,65,36,29
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,59,45,14
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,59,45,14
2000,Unknown,Unknown,Unknown,Unknown,Unknown,79.9,31.16,48.74
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,89,70,19
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,59,30,29
2000,Unknown,Unknown,Unknown,Unknown,Unknown,65,39,26
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,89,70,19
2000,Unknown,Unknown,Unknown,Unknown,Unknown,69,29,40
2000,Dairy And Cold Storage,Dairy,Cheese,Mozarella,Mozarella,25.95,19,6.95
2000,Dairy And Cold Storage,Tapas Specialities,Olives Other Attachments,Unknown,Olives Other Attachments,24.95,15,9.95
2000,Meat Fish,Pork,Pork Chops Pork Schnitzels,Unknown,Pork Chops Pork Schnitzels,46.95,35,11.95
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,30.95,20,10.95
2000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,14.95,11,3.95
2000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,14.95,10,4.95
2000,Bread And Cakes,Rye Breads,Other Rye Breads,Unknown,Other Rye Breads,18.95,11,7.95
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Salads,Unknown,Dinner Salads,21.95,15,6.95
2000,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Italian Mayo Salads,Italian Mayo Salads,15.95,9,6.95
2000,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Poultry Mayo Salads,Poultry Mayo Salads,14.95,10,4.95
2000,Dairy And Cold Storage,Lunch Meats,Meat,Meat Sausage,Meat Sausage,14.95,7,7.95
2000,Dairy And Cold Storage,Lunch Meats,Meat,Meat Sausage,Meat Sausage,14.95,7,7.95
2000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Drinking Yoghurt Kids Yoghurt,Drinking Yoghurt Kids Yoghurt,13.95,8,5.95
2000,Dairy And Cold Storage,Lunch Meats,Meat,Sliced Lunch Meats,Sliced Lunch Meats,14.25,11,3.25
2000,Dairy And Cold Storage,Dairy,Cheese,Cream Cheese,Cream Cheese,22.5,15,7.5
2000,Bread And Cakes,Light Breads Dark Breads,Toast Breads,Unknown,Toast Breads,21.95,12,9.95
2000,Dairy And Cold Storage,Tapas Specialities,Olives Other Attachments,Unknown,Olives Other Attachments,24.95,18,6.95
2000,Dairy And Cold Storage,Tapas Specialities,Olives Other Attachments,Unknown,Olives Other Attachments,24.95,15,9.95
2000,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,Unknown,Pesto Hummus,24.95,18,6.95
2000,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,Unknown,Pesto Hummus,25.95,15,10.95
2000,Bread And Cakes,Light Breads Dark Breads,Toast Breads,Unknown,Toast Breads,15.5,10,5.5
2000,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,Unknown,Light Dark Buns,23.95,11,12.95
2000,Dairy And Cold Storage,Tapas Specialities,Olives Other Attachments,Unknown,Olives Other Attachments,24.95,18,6.95
2000,Dairy And Cold Storage,Dairy,Cheese,Cream Cheese,Cream Cheese,23.5,12,11.5
2000,Meat Fish,Pork,Pork Chops Pork Schnitzels,Unknown,Pork Chops Pork Schnitzels,69,38,31
2000,Dairy And Cold Storage,Ready To Eat Meals,Ready To Eat Soups,Unknown,Ready To Eat Soups,64.95,50,14.95
2000,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Other Mayo Salads,Other Mayo Salads,20.95,9,11.95
2000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,14.95,10,4.95
2000,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Chicken Sausages,Chicken Sausages,19.95,15,4.95
2000,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,Unknown,Pesto Hummus,24.95,15,9.95
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,69,42,27
2000,Bread And Cakes,Rye Breads,Seeded Rye Breads,Unknown,Seeded Rye Breads,15.95,10,5.95
2000,Dairy And Cold Storage,Lunch Meats,Meat,Salami,Salami,16.95,9,7.95
2000,Bread And Cakes,Crackers Crisp Bread,Crackers,Rice Crackers Corn Crackers,Rice Crackers Corn Crackers,18.95,13,5.95
2000,Meat Fish,spareribs Barbecue Meat,Unknown,Unknown,spareribs Barbecue Meat,39.95,30,9.95
2000,Unknown,Unknown,Unknown,Unknown,Unknown,29.95,15,14.95
2000,Dairy And Cold Storage,Dairy,Cheese,Blue Cheese Brie,Blue Cheese Brie,24.95,7,17.95
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,32.95,24,8.95
2000,Dairy And Cold Storage,Tapas Specialities,Olives Other Attachments,Unknown,Olives Other Attachments,24.95,15,9.95
2000,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,Unknown,Pesto Hummus,24.95,15,9.95
2000,Meat Fish,Pork,Minced Pork,Unknown,Minced Pork,53.75,40,13.75
2000,Bread And Cakes,Rye Breads,Sun Flower Seeded Rye Breads,Unknown,Sun Flower Seeded Rye Breads,26.95,6,20.95
2000,Meat Fish,Pork,Thick Sausages,Unknown,Thick Sausages,44.95,35,9.95
2000,Dairy And Cold Storage,Tapas Specialities,Olives Other Attachments,Unknown,Olives Other Attachments,24.95,15,9.95
2000,Dairy And Cold Storage,Bacon Sausages Toppings,Chopped Ham,Unknown,Chopped Ham,14.95,11,3.95
2000,Dairy And Cold Storage,Tapas Specialities,Olives Other Attachments,Unknown,Olives Other Attachments,24.95,15,9.95
2000,Dairy And Cold Storage,Tapas Specialities,Olives Other Attachments,Unknown,Olives Other Attachments,24.95,15,9.95
2000,Dairy And Cold Storage,Lunch Meats,Meat,Meat Sausage,Meat Sausage,14.95,7,7.95
2000,Dairy And Cold Storage,Dairy,Cheese,Mozarella,Mozarella,24.95,14,10.95
2000,Dairy And Cold Storage,Dairy,Cheese,Cream Cheese,Cream Cheese,24.95,19,5.95
2000,Dairy And Cold Storage,Dairy,Cheese,Cottage Cheese,Cottage Cheese,11.95,9,2.95
2000,Dairy And Cold Storage,Dairy,Cheese,Blue Cheese Brie,Blue Cheese Brie,45.95,18,27.95
2000,Dairy And Cold Storage,Dairy,Milk,Whole Milk,Whole Milk,17.95,14,3.95
2000,Dairy And Cold Storage,Dairy,Milk,Skimmed Milk,Skimmed Milk,18.95,7,11.95
2000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Drinking Yoghurt Kids Yoghurt,Drinking Yoghurt Kids Yoghurt,24.95,10,14.95
2000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Creme Fraiche Quark,Creme Fraiche Quark,17.95,14,3.95
2000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Yoghurt,Yoghurt,17.95,5,12.95
2000,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,Pork Sausages,36.25,20,16.25
2000,Bread And Cakes,Rye Breads,Other Rye Breads,Unknown,Other Rye Breads,5.75,3,2.75
2000,Dairy And Cold Storage,Lunch Meats,Prepared Chicken,Unknown,Prepared Chicken,27.95,20,7.95
2000,Dairy And Cold Storage,Lunch Meats,Prepared Chicken,Unknown,Prepared Chicken,57.95,45,12.95
2000,Meat Fish,spareribs Barbecue Meat,Unknown,Unknown,spareribs Barbecue Meat,39.95,25,14.95
2000,Dairy And Cold Storage,Potato Accessories,Prepared Potatoes,Unknown,Prepared Potatoes,15.95,12,3.95
2000,Dairy And Cold Storage,Potato Accessories,Cream Potatoes,Unknown,Cream Potatoes,25.95,16,9.95
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,38.5,30,8.5
2000,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,Unknown,Pesto Hummus,24.95,15,9.95
2000,Dairy And Cold Storage,Tapas Specialities,Cold Cuts Specialities,Unknown,Cold Cuts Specialities,32.95,15,17.95
2000,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,Unknown,Light Dark Buns,8.5,6,2.5
2000,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,Unknown,Pesto Hummus,24.95,15,9.95
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,32.95,24,8.95
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,32.95,24,8.95
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,30,20,10
2000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,30.95,20,10.95
2000,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,Unknown,Pesto Hummus,24.95,15,9.95
2000,Dairy And Cold Storage,Ready To Eat Meals,Ready To Eat Pizza,Unknown,Ready To Eat Pizza,33.95,20,13.95
2000,Dairy And Cold Storage,Lunch Meats,Meat,Meat Sausage,Meat Sausage,17.95,10,7.95
2000,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Italian Mayo Salads,Italian Mayo Salads,22.95,11,11.95
2000,Dairy And Cold Storage,Dairy,Desserts Snacks,Unknown,Desserts Snacks,27.95,16,11.95
2000,Dairy And Cold Storage,Bacon Sausages Toppings,Bacon,Sliced Bacon,Sliced Bacon,27.95,20,7.95
2000,Beverages,Juice Smoothies,Apple Juices,Unknown,Apple Juices,21.95,17,4.95
2000,Dairy And Cold Storage,Fresh Dough And Pancakes,Pancakes,Unknown,Pancakes,22.95,18,4.95
2000,Dairy And Cold Storage,Ready To Eat Meals,Ready To Eat Pizza,Unknown,Ready To Eat Pizza,33.95,25,8.95
2000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,29.95,16,13.95
2100,Unknown,Unknown,Unknown,Unknown,Unknown,69,37,32
2100,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,59,45,14
2100,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,59,25,34
2100,Meat Fish,spareribs Barbecue Meat,Unknown,Unknown,spareribs Barbecue Meat,119,53,66
2100,Unknown,Unknown,Unknown,Unknown,Unknown,59,45,14
2100,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,59,31,28
2100,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,59,45,14
2100,Meat Fish,spareribs Barbecue Meat,Unknown,Unknown,spareribs Barbecue Meat,119,47,72
2100,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,Unknown,Pesto Hummus,24.95,15,9.95
2100,Dairy And Cold Storage,Lunch Meats,Meat,Sliced Lunch Meats,Sliced Lunch Meats,16.95,10,6.95
2100,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Poultry Mayo Salads,Poultry Mayo Salads,14.95,10,4.95
2100,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Pork Mayo Salads,Pork Mayo Salads,15.95,12,3.95
2100,Dairy And Cold Storage,Lunch Meats,Meat,Cold Cuts Chicken,Cold Cuts Chicken,15.95,9,6.95
2100,Beverages,Juice Smoothies,Apple Juices,Unknown,Apple Juices,21.95,17,4.95
2100,Dairy And Cold Storage,Lunch Meats,Plant Based Toppings,Unknown,Plant Based Toppings,14.35,10,4.35
2100,Dairy And Cold Storage,Lunch Meats,Meat,Sliced Lunch Meats,Sliced Lunch Meats,24.95,14,10.95
2100,Dairy And Cold Storage,Fresh Dough And Pancakes,Pancakes,Unknown,Pancakes,25.95,20,5.95
2100,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Fish Mayo Salads,Fish Mayo Salads,27.95,16,11.95
2100,Dairy And Cold Storage,Lunch Meats,Meat,Meat Sausage,Meat Sausage,29.95,19,10.95
2100,Dairy And Cold Storage,Lunch Meats,Meat,Sausage Roll,Sausage Roll,17.5,9,8.5
2100,Dairy And Cold Storage,Dairy,Cheese,Cheese For Slicing,Cheese For Slicing,108.95,58,50.95
2100,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Yoghurt,Yoghurt,8.95,6,2.95
2100,Dairy And Cold Storage,Lunch Meats,Meat,Sausage Roll,Sausage Roll,22.95,16,6.95
2100,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Fish Mayo Salads,Fish Mayo Salads,14.25,11,3.25
2100,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Pork Mayo Salads,Pork Mayo Salads,20.95,9,11.95
2100,Dairy And Cold Storage,Sauces Dressings,Sauce,Unknown,Sauce,16.95,13,3.95
2100,Dairy And Cold Storage,Ready To Eat Meals,Ready To Eat Meat Alternatives,Unknown,Ready To Eat Meat Alternatives,34.95,25,9.95
2100,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,Pork Sausages,69.95,45,24.95
2100,Dairy And Cold Storage,Dairy,Cheese,Blue Cheese Brie,Blue Cheese Brie,64.95,50,14.95
2100,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,Pork Sausages,36.25,20,16.25
2100,Meat Fish,Pork,Roasted Whole Pork Pieces,Pork Tenderloin,Pork Tenderloin,89,55,34
2100,Dairy And Cold Storage,Tapas Specialities,Olives Other Attachments,Unknown,Olives Other Attachments,24.95,15,9.95
2100,Dairy And Cold Storage,Dairy,Cheese,Blue Cheese Brie,Blue Cheese Brie,31.25,18,13.25
2100,Beverages,Juice Smoothies,Orange Juices,Unknown,Orange Juices,10,7,3
2100,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,14.95,9,5.95
2100,Meat Fish,Pork,Other Pork,Unknown,Other Pork,129,80,49
2100,Dairy And Cold Storage,Dairy,Cheese,Cottage Cheese,Cottage Cheese,12.95,9,3.95
2100,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,Pork Sausages,39.95,30,9.95
2100,Dairy And Cold Storage,Lunch Meats,Meat,Cold Cuts Chicken,Cold Cuts Chicken,15.95,9,6.95
2100,Dairy And Cold Storage,Sauces Dressings,Dressings,Unknown,Dressings,21.95,15,6.95
2100,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,Pork Sausages,37.95,20,17.95
2100,Dairy And Cold Storage,Sauces Dressings,Sauce,Unknown,Sauce,14.95,11,3.95
2100,Dairy And Cold Storage,Dairy,Cheese,Cheese Specialities,Cheese Specialities,24.95,19,5.95
2100,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,Unknown,Pesto Hummus,24.95,15,9.95
2100,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,29.95,13,16.95
